Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Precipitation(mm),Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay
01-11-2024 23:47,Truck_5,68.2361,-85.9216,409,In Transit,22,68.1,7.088613586,Clear,18,423,10,Weather,62.8,282,0
13-05-2024 14:10,Truck_8,40.5478,147.0261,494,Delayed,19.2,58.4,21.72104409,Clear,52,231,10,Weather,89.5,201,1
17-02-2024 07:36,Truck_6,-36.4299,58.0595,238,Delayed,23.8,79.4,8.573828142,Detour,33,416,5,Weather,88.2,102,1
23-11-2024 19:33,Truck_8,83.2003,-119.0412,422,In Transit,19.2,54.5,25.91832426,Clear,18,437,3,,73.5,103,0
23-09-2024 10:32,Truck_9,74.5816,-19.6986,132,In Transit,28.2,57.2,1.592422206,Clear,23,401,6,,93.6,154,0
25-08-2024 22:32,Truck_1,-64.7094,137.791,189,Delayed,25.2,70,12.56183988,Clear,10,360,6,Mechanical Failure,81.9,191,1
27-09-2024 06:23,Truck_1,-59.602,62.712,255,Delivered,28.5,72.2,13.0445606,Clear,60,419,2,Traffic,68.4,246,0
09-05-2024 04:02,Truck_7,-68.3712,-65.9802,107,Delayed,21.9,74.1,6.530089594,Heavy,51,413,1,Weather,84.9,257,1
27-05-2024 10:59,Truck_6,3.8431,91.0078,274,Delayed,19.3,51.4,33.70416613,Heavy,57,279,10,,75.3,127,1
23-02-2024 18:39,Truck_4,76.3946,105.7941,206,Delayed,21.9,68.6,9.436888014,Heavy,42,100,7,Traffic,63.3,116,1
28-07-2024 22:29,Truck_5,-46.1871,9.4679,270,In Transit,26.7,72.2,13.21136868,Heavy,35,107,10,Traffic,90.8,158,1
05-03-2024 10:30,Truck_10,-10.8849,86.0812,277,In Transit,23.7,72.1,8.064242005,Clear,12,195,5,Traffic,64.5,130,0
06-01-2024 21:16,Truck_4,-67.7619,176.4012,454,Delayed,21,77.3,8.846686575,Clear,15,112,10,Weather,73.2,237,1
14-09-2024 16:45,Truck_2,-22.1101,-65.135,197,In Transit,27.3,71.3,13.39572465,Detour,24,460,9,,64.7,162,0
03-11-2024 23:16,Truck_5,75.1113,-136.48,182,Delivered,19.7,72.3,8.669983508,Clear,50,428,3,,63.3,280,0
19-03-2024 21:36,Truck_6,-69.343,131.9033,171,Delivered,25.1,76.5,10.51779139,Heavy,55,309,3,Traffic,94.6,112,1
01-02-2024 18:55,Truck_3,35.6522,-84.7025,159,Delivered,26.9,69.5,13.58135024,Clear,32,272,7,,69.7,278,0
18-04-2024 12:04,Truck_8,-86.157,-92.4652,378,Delayed,29.5,61.7,14.51151435,Detour,13,305,8,Mechanical Failure,98.5,211,1
26-05-2024 14:30,Truck_1,25.1355,-2.6802,469,In Transit,26.2,65,11.68649983,Clear,19,477,2,Mechanical Failure,96.9,206,0
29-07-2024 16:54,Truck_8,12.0938,96.8996,106,In Transit,27,56.8,4.579475231,Detour,31,120,4,Weather,95.7,286,0
09-12-2024 13:41,Truck_3,-77.0862,137.9042,486,In Transit,21.7,76,7.20721025,Clear,42,282,9,Mechanical Failure,80.5,139,0
14-09-2024 09:03,Truck_2,-17.1205,-47.0657,248,In Transit,26.3,53.7,1.444546015,Detour,40,146,10,Weather,71.7,246,0
01-12-2024 01:52,Truck_3,-52.8874,162.7464,157,In Transit,25.4,79.1,10.48664389,Detour,17,311,9,Weather,69.9,233,0
19-08-2024 17:09,Truck_6,-3.6578,176.299,235,In Transit,23.2,54.6,24.12051526,Clear,28,467,9,Mechanical Failure,68.2,206,0
15-04-2024 18:58,Truck_7,-7.6641,-25.3717,170,Delayed,25.4,55.8,2.136347749,Heavy,55,463,10,Weather,60.1,112,1
12-04-2024 10:58,Truck_6,-82.1416,-91.8925,342,Delivered,25.1,52.4,1.931086917,Clear,24,103,2,Mechanical Failure,88,209,0
23-02-2024 09:29,Truck_3,87.5079,-125.5319,290,In Transit,20.5,51.4,28.05530613,Clear,22,170,4,Mechanical Failure,74.7,147,0
27-02-2024 05:17,Truck_1,-76.8771,94.6166,260,Delayed,22.8,71.7,7.337021163,Heavy,44,393,5,Mechanical Failure,94.1,154,1
26-07-2024 19:10,Truck_5,89.2765,166.6548,378,Delayed,18.9,55.5,29.19138927,Heavy,35,367,4,Weather,74.4,229,1
29-06-2024 05:20,Truck_2,-82.8546,7.876,177,Delayed,19.2,70.1,8.453742874,Clear,57,141,4,Weather,86.6,249,1
15-04-2024 04:40,Truck_2,-40.284,-86.8089,310,In Transit,22.8,64.4,5.379526945,Heavy,33,104,2,Mechanical Failure,98.9,110,1
24-07-2024 04:09,Truck_3,2.2208,-170.2641,132,Delivered,27.5,57.2,0.279793319,Heavy,36,481,5,Traffic,65.2,140,1
19-07-2024 01:06,Truck_8,54.8423,175.5701,331,Delayed,25.6,77.8,10.19382746,Heavy,26,213,9,Traffic,90.7,269,1
23-04-2024 16:50,Truck_1,-78.4723,-82.615,294,Delivered,24.4,65.2,6.197992289,Detour,23,439,8,Traffic,65,213,0
18-06-2024 12:57,Truck_6,4.8496,-60.7988,277,Delivered,29.3,50.7,2.644970971,Heavy,24,242,2,Mechanical Failure,93.4,271,1
17-12-2024 04:11,Truck_5,54.0342,-98.3083,329,Delayed,29.7,77.9,13.51207925,Heavy,33,232,5,Weather,91.9,124,1
17-11-2024 04:41,Truck_8,41.43,-128.1678,204,Delivered,18.7,68.5,6.221140521,Heavy,27,473,2,Traffic,76.9,217,1
20-06-2024 11:18,Truck_1,-56.0674,82.9431,410,Delivered,28.9,60.3,13.04991502,Clear,32,436,1,,77.2,272,0
29-06-2024 11:16,Truck_7,-0.8539,-177.5496,417,Delayed,26.9,70.8,13.89770092,Clear,44,103,7,Mechanical Failure,94.7,181,1
05-07-2024 09:14,Truck_6,54.5973,-128.4974,324,Delivered,20.7,72.4,8.215480695,Clear,12,173,7,,95.1,243,0
19-07-2024 20:10,Truck_8,-46.1457,161.0254,218,Delayed,23.8,52.3,39.43769046,Detour,52,389,2,Traffic,79.5,231,1
27-08-2024 22:26,Truck_5,76.8391,140.3011,137,Delayed,23.6,51.7,38.42535663,Detour,24,124,6,Traffic,70.6,279,1
17-06-2024 02:43,Truck_4,-59.1914,-125.4515,414,Delayed,18.3,76.4,5.16317223,Detour,42,332,10,Traffic,66.3,249,1
21-05-2024 02:30,Truck_1,-75.6177,-156.976,216,In Transit,26.9,67.2,10.58570317,Detour,35,181,10,Weather,86.2,185,0
08-05-2024 02:13,Truck_8,-24.1694,30.0335,170,Delayed,26.4,51.6,3.209135246,Detour,47,278,3,,96.4,105,1
02-05-2024 09:49,Truck_2,-6.8584,150.6127,154,Delivered,28.6,66.8,10.11475403,Clear,18,384,9,Weather,60.4,263,0
25-01-2024 20:15,Truck_2,-32.2146,166.7941,213,Delivered,25,72.7,13.9635213,Detour,51,353,8,,82.6,227,0
07-01-2024 12:49,Truck_4,-46.3051,-93.1541,276,Delivered,24.9,77,5.453039301,Detour,60,467,4,Weather,84.6,292,0
08-03-2024 10:09,Truck_10,-85.0859,41.138,382,In Transit,22,77.8,6.047680721,Clear,47,448,5,Weather,81.4,246,0
22-12-2024 15:01,Truck_8,89.1858,-159.3242,383,In Transit,19.1,69,5.205016224,Detour,16,238,3,Weather,90.7,290,0
21-01-2024 13:17,Truck_1,1.429,-119.0925,334,Delayed,26.6,74.1,12.3526284,Detour,10,317,3,Traffic,73,184,1
25-06-2024 02:35,Truck_9,78.3252,15.2758,421,Delayed,26.3,68.8,14.0248708,Heavy,53,128,6,,76.6,100,1
27-05-2024 05:13,Truck_2,-9.2287,107.9306,329,Delivered,25,51.2,3.167041819,Detour,53,233,5,Mechanical Failure,67.2,188,0
27-01-2024 01:05,Truck_10,71.4327,127.3664,284,In Transit,22.1,77.2,8.134345104,Heavy,16,226,4,,95.8,206,1
21-01-2024 03:11,Truck_2,-84.0049,111.8327,184,Delayed,19.2,59.8,31.41310811,Heavy,23,126,4,Mechanical Failure,90.4,200,1
03-08-2024 13:26,Truck_5,7.0779,-165.136,403,Delivered,20.6,66.1,9.758293773,Clear,15,461,4,,77.1,263,0
05-06-2024 18:09,Truck_6,-86.0858,117.8697,100,In Transit,22.3,72.3,5.257484421,Detour,43,256,5,,92.8,101,0
27-10-2024 12:09,Truck_3,59.2432,175.9873,135,Delayed,18.9,55.5,31.54502653,Heavy,57,162,9,,75.3,127,1
22-10-2024 14:28,Truck_1,-39.3003,-121.6771,220,In Transit,25,79,10.37051004,Heavy,51,481,2,Weather,64.3,268,1
03-09-2024 09:41,Truck_8,-83.672,164.2522,318,In Transit,29.8,51.4,4.806905149,Clear,24,216,3,Weather,83.8,221,0
03-01-2024 11:20,Truck_7,5.9541,-156.4873,237,Delivered,29.2,56.2,0.402135971,Detour,15,251,3,Weather,76.3,198,0
11-06-2024 23:38,Truck_2,-16.3804,-119.0546,459,In Transit,27.2,78.5,13.9465809,Heavy,22,323,7,,87.3,271,1
04-01-2024 23:32,Truck_6,-27.4913,-1.8571,332,In Transit,21.7,58.9,37.7436654,Heavy,33,363,6,Weather,90.1,131,1
02-08-2024 06:58,Truck_8,67.7002,43.853,133,In Transit,28.7,69.5,13.98919792,Detour,57,342,6,Traffic,99.9,261,0
29-08-2024 02:07,Truck_8,30.5045,52.2559,499,Delayed,18.3,75.1,5.594513262,Clear,22,251,1,Mechanical Failure,79.2,139,1
22-02-2024 18:02,Truck_10,4.8619,61.4224,350,Delivered,25.3,71.2,14.37286572,Detour,19,177,1,,67,209,0
21-06-2024 20:31,Truck_7,84.0872,85.2383,186,Delayed,24.1,72,5.13411721,Detour,26,131,4,,68.2,189,1
27-01-2024 15:36,Truck_8,11.5213,-168.4741,403,Delivered,23.1,69.3,9.635413455,Detour,24,487,10,Mechanical Failure,69.6,104,0
17-06-2024 12:40,Truck_6,63.7701,163.2651,193,Delayed,22.1,68.2,6.38525622,Heavy,29,231,3,Weather,69.7,198,1
31-03-2024 14:30,Truck_2,57.5757,-35.0439,254,Delivered,24,78.6,7.631749335,Heavy,24,108,3,Weather,66.6,219,1
23-03-2024 08:10,Truck_9,-66.6009,-11.7155,368,Delivered,26.1,71,13.07453775,Clear,58,336,2,Mechanical Failure,86.5,259,0
02-10-2024 15:12,Truck_6,18.755,-46.8871,283,Delayed,28.5,50.7,2.245550529,Detour,11,495,10,Weather,88.1,200,1
28-07-2024 18:36,Truck_10,50.3574,128.5618,164,Delivered,25.5,67.6,13.22185208,Heavy,20,188,7,Mechanical Failure,60.1,268,1
11-01-2024 15:19,Truck_5,46.9009,3.749,419,Delivered,22.1,74.7,7.033080763,Detour,31,236,10,Traffic,95.9,182,0
28-12-2024 18:53,Truck_9,17.5319,-65.0765,489,Delivered,25,69.4,10.62980773,Clear,30,345,8,,66.1,128,0
07-09-2024 12:50,Truck_2,4.8305,-6.5757,498,Delayed,20.2,55,34.35530094,Clear,51,147,8,Weather,97.7,247,1
09-12-2024 11:15,Truck_10,38.8917,-38.8032,244,Delayed,21.2,61.8,9.560947662,Detour,24,181,2,Traffic,70.1,238,1
05-10-2024 18:34,Truck_4,-20.0482,-83.6915,488,Delivered,21.5,50.3,22.08269737,Heavy,32,120,1,Mechanical Failure,79.1,111,1
22-04-2024 10:55,Truck_9,-83.2534,-166.3309,152,Delayed,21.2,70.3,8.417699453,Clear,10,467,10,,61.5,269,1
27-02-2024 21:45,Truck_10,-4.8643,75.4304,168,Delayed,23.2,71.5,8.668930696,Clear,23,292,3,Traffic,98.8,102,1
23-05-2024 22:03,Truck_5,46.7637,-146.4348,268,Delivered,23.9,79.2,7.398928532,Clear,41,295,9,Mechanical Failure,69.5,146,0
02-01-2024 22:19,Truck_7,-68.3909,-122.557,341,In Transit,21.3,76.2,5.020859011,Heavy,58,429,3,,78.6,178,1
29-09-2024 06:31,Truck_7,62.3457,-54.2033,166,Delivered,28.9,50.6,2.830688665,Heavy,58,197,3,Traffic,88.8,282,1
18-12-2024 08:33,Truck_7,72.8857,135.9494,483,Delayed,21.4,51.2,35.13734418,Heavy,33,249,2,,67.6,165,1
11-08-2024 10:28,Truck_10,2.2782,-158.4628,232,Delivered,22.3,73.3,9.726580711,Heavy,19,332,4,,78.6,135,1
24-03-2024 22:56,Truck_3,11.7686,154.6043,392,In Transit,20.7,62.8,7.624227592,Detour,12,417,2,Weather,69.3,109,0
02-06-2024 00:24,Truck_8,-75.598,11.134,480,In Transit,24.9,77.8,6.591674251,Heavy,53,318,3,Mechanical Failure,69.5,181,1
02-02-2024 03:46,Truck_3,23.2931,106.0267,368,Delivered,28,53.4,2.536106787,Detour,42,182,5,,77.5,205,0
02-10-2024 12:56,Truck_6,-11.3114,-139.811,373,In Transit,25,62.4,13.25200643,Clear,20,125,1,Mechanical Failure,91.2,160,0
25-09-2024 12:20,Truck_2,9.6491,47.3499,154,Delivered,22,53.3,29.10960343,Heavy,50,208,4,,85,231,1
24-02-2024 08:11,Truck_3,10.9354,-27.3551,184,Delivered,19.2,55.3,39.00927672,Heavy,14,450,3,,86.7,247,1
28-10-2024 10:00,Truck_9,84.9482,59.5314,204,Delivered,21.4,61.5,7.414977725,Clear,51,490,5,Mechanical Failure,68,288,0
31-05-2024 23:20,Truck_2,49.7212,179.2025,227,Delivered,26.1,65.7,12.59849857,Detour,47,247,8,Traffic,77.8,135,0
22-01-2024 00:34,Truck_5,-28.8968,-117.9471,405,In Transit,28,67.7,10.63528611,Clear,48,348,3,Mechanical Failure,78.3,213,0
19-12-2024 11:06,Truck_7,-55.5154,-163.6943,392,Delivered,27.4,69,14.49403961,Detour,31,347,9,Weather,98,133,0
05-01-2024 22:46,Truck_3,16.7636,29.2783,429,In Transit,27.7,75,12.73117658,Heavy,12,446,4,,65.7,203,1
26-06-2024 08:09,Truck_7,-76.307,5.0298,488,Delivered,25.2,63.9,14.5585707,Heavy,19,219,4,Weather,100,184,1
31-07-2024 02:07,Truck_6,-22.4693,149.9634,444,Delayed,29.8,67.5,10.16009638,Clear,41,125,5,Weather,63.3,152,1
27-11-2024 04:21,Truck_1,71.8859,93.4464,420,Delayed,18.4,68.5,7.695226827,Heavy,50,340,10,Weather,76.8,212,1
06-06-2024 04:02,Truck_1,-9.7179,-117.0145,391,In Transit,25.5,73.7,10.56443086,Detour,31,472,10,Weather,77.2,109,0
16-05-2024 20:34,Truck_9,-12.2288,-74.7801,212,Delivered,20.6,50.5,26.23021672,Clear,41,498,5,Mechanical Failure,94.1,162,0
14-07-2024 21:14,Truck_4,5.4618,-179.8202,157,Delivered,20.9,77.1,6.169339224,Clear,26,499,4,Traffic,91.4,214,0
22-11-2024 11:31,Truck_8,-54.8317,66.4706,399,Delivered,26.3,79.4,14.03267857,Detour,25,476,4,Mechanical Failure,95.6,256,0
01-11-2024 21:31,Truck_2,-80.0522,-102.2508,103,Delivered,27.9,53.1,2.475459134,Detour,52,386,1,,97.7,141,0
27-10-2024 15:39,Truck_9,-13.0527,-122.0924,333,Delayed,22.1,65,8.524407467,Detour,22,243,5,Mechanical Failure,83.2,176,1
14-02-2024 12:20,Truck_6,6.3666,136.0794,234,Delivered,27.3,70.1,12.14960285,Detour,45,416,8,,86.9,165,0
02-05-2024 11:14,Truck_9,83.1243,48.4325,146,Delayed,29,55.5,0.736891087,Detour,52,414,10,Mechanical Failure,82.3,228,1
02-09-2024 05:03,Truck_7,51.1898,25.5964,109,Delayed,20.7,60.9,6.924275863,Heavy,39,147,9,Traffic,75,116,1
08-12-2024 04:35,Truck_8,-76.3987,-68.1922,357,Delayed,24.6,73.5,9.213727424,Clear,48,266,10,Traffic,74.4,226,1
23-01-2024 05:35,Truck_9,70.5541,-150.1626,356,Delivered,19.5,63.1,8.297411956,Clear,16,118,3,,77.8,230,0
25-01-2024 11:27,Truck_2,-38.2185,104.1667,349,Delivered,19.4,62.7,7.280473635,Detour,19,296,3,,72.3,177,0
08-11-2024 13:31,Truck_1,39.1411,138.1786,159,Delivered,27.1,77.5,13.77414429,Heavy,33,429,9,,77.9,200,1
30-05-2024 01:04,Truck_4,-68.8006,159.004,148,Delivered,25,60.7,10.90620525,Clear,43,196,4,Mechanical Failure,64.6,240,0
30-05-2024 11:30,Truck_3,51.1598,-170.9311,354,Delivered,26.9,65.5,10.54357211,Heavy,14,245,4,,73.4,151,1
02-03-2024 23:49,Truck_8,-29.5867,41.0612,214,Delivered,21.5,69.1,6.816307063,Heavy,49,417,10,Traffic,76.7,249,1
29-08-2024 11:52,Truck_8,-51.3412,-112.1636,307,Delayed,21,52.8,31.93425992,Clear,21,475,4,,82.8,107,1
26-05-2024 01:53,Truck_1,-49.5057,174.3533,385,In Transit,24.3,59.4,39.96744917,Clear,37,239,3,,88.3,148,0
24-07-2024 01:20,Truck_8,0.7577,120.0181,490,Delayed,24,56.1,26.71831906,Heavy,29,463,6,Mechanical Failure,81.1,134,1
24-12-2024 10:20,Truck_4,-2.2911,64.2731,133,Delayed,19.4,76,7.681794492,Detour,36,182,3,,70.5,249,1
11-02-2024 14:40,Truck_2,78.4324,125.0181,472,Delivered,24.9,63.2,5.869377362,Detour,36,485,9,,78.9,271,0
24-04-2024 00:54,Truck_7,-2.8329,-29.9102,338,In Transit,28.9,55.5,0.358907143,Detour,39,181,2,Mechanical Failure,88.6,143,0
08-01-2024 10:20,Truck_2,70.0103,-164.1914,172,Delivered,25.5,55.7,0.684460635,Detour,25,259,1,Traffic,65.2,255,0
25-10-2024 03:01,Truck_2,11.4885,-172.569,187,Delayed,24.8,52,36.47278422,Detour,31,231,5,Weather,91.6,234,1
12-12-2024 15:03,Truck_8,74.5261,123.6828,439,In Transit,23.5,55.1,30.85101142,Detour,47,454,3,Weather,75.5,196,0
30-11-2024 09:16,Truck_7,-12.9509,132.4986,159,In Transit,18.1,76,9.949696448,Detour,18,202,2,Weather,94.4,197,0
13-05-2024 09:05,Truck_7,81.79,-52.7516,362,Delivered,18.3,57.6,21.66257795,Heavy,58,437,8,Mechanical Failure,66.8,123,1
16-12-2024 06:06,Truck_4,47.7175,72.531,163,Delivered,24.6,53.2,22.83699209,Detour,34,473,9,Traffic,72.4,263,0
14-02-2024 07:54,Truck_7,-21.5329,-145.2581,258,Delayed,19.9,51.9,29.60191026,Heavy,54,237,10,,92.7,271,1
25-06-2024 12:15,Truck_9,-4.5863,71.7337,319,Delayed,18,63.6,8.761341439,Detour,23,473,7,Weather,83,187,1
14-08-2024 03:59,Truck_9,-26.6775,-77.2847,247,Delivered,28.9,60.7,13.17633281,Clear,56,115,10,Mechanical Failure,61.6,270,0
08-04-2024 19:43,Truck_8,-30.6957,29.255,134,In Transit,19.9,67.5,8.666803113,Detour,42,421,5,Mechanical Failure,77.6,183,0
07-11-2024 14:21,Truck_4,64.5212,-83.2639,175,In Transit,20.9,58.7,32.47002152,Detour,35,274,9,Mechanical Failure,61.1,240,0
12-01-2024 17:01,Truck_9,68.181,-84.9051,179,Delayed,24.2,50.2,27.38603449,Clear,31,485,10,,75.8,255,1
30-05-2024 08:29,Truck_10,-81.2116,13.9727,105,Delayed,27.1,59.8,0.940483424,Clear,36,409,7,Traffic,75.7,290,1
16-05-2024 07:34,Truck_2,-21.308,-14.9017,277,In Transit,23.5,63.9,9.754465581,Heavy,11,292,8,Weather,67.5,234,1
08-12-2024 12:26,Truck_5,77.2059,-132.0473,427,Delayed,26.7,63.8,14.12537161,Detour,54,453,6,Weather,86.7,101,1
28-03-2024 08:34,Truck_3,21.4872,-123.6879,348,Delayed,22.7,63.3,5.263946487,Detour,23,134,4,Mechanical Failure,99.6,251,1
16-04-2024 21:31,Truck_3,47.7603,-137.0932,300,Delayed,23.1,78.1,9.669184212,Detour,53,146,4,Weather,73.3,280,1
20-11-2024 14:44,Truck_1,-4.7971,56.411,457,Delivered,27.2,69.1,13.23239577,Heavy,55,319,2,Traffic,67.7,132,1
20-06-2024 08:17,Truck_1,-11.1333,-40.0454,316,Delayed,26.8,53.5,1.691466504,Clear,35,402,10,Mechanical Failure,93.6,206,1
11-08-2024 15:40,Truck_9,15.5083,115.4388,207,In Transit,19.2,59.7,22.32984985,Detour,56,484,7,Traffic,72.6,285,0
30-10-2024 12:44,Truck_10,-70.6858,54.4683,333,Delivered,27.5,55.8,4.422095808,Heavy,36,141,2,Traffic,67,264,1
22-03-2024 11:00,Truck_10,-18.4278,101.4997,327,Delayed,22.6,57.4,22.85031147,Detour,38,432,4,Traffic,68.4,171,1
12-05-2024 13:40,Truck_3,43.7523,149.8334,197,In Transit,20,69.6,5.986915025,Detour,42,314,3,Traffic,87.2,201,0
15-11-2024 08:08,Truck_7,18.5151,24.3559,356,Delayed,23.4,72.8,6.871406963,Detour,39,486,9,Mechanical Failure,99.2,282,1
07-10-2024 06:11,Truck_9,84.6774,61.0153,359,Delayed,29.2,54.5,3.0517444,Detour,50,268,1,,67.4,249,1
09-09-2024 03:30,Truck_3,49.5864,-154.4224,377,Delivered,18.1,55,24.78566743,Detour,59,476,6,Weather,70.2,268,0
21-08-2024 20:07,Truck_6,-51.319,-46.5841,228,Delayed,24.2,59.2,29.29879542,Heavy,26,321,5,Traffic,96.3,132,1
17-01-2024 03:33,Truck_10,-12.9902,176.1206,399,Delivered,23.4,71.7,5.858737424,Heavy,12,239,1,,67.6,156,1
02-12-2024 12:07,Truck_3,6.8181,52.3685,157,In Transit,29.8,54,1.798334075,Clear,33,151,10,Weather,81.2,192,0
18-11-2024 07:52,Truck_10,-3.038,106.5694,327,In Transit,21.2,52.6,36.94317753,Clear,48,209,8,Mechanical Failure,98.6,104,0
29-04-2024 11:54,Truck_2,35.5141,90.8087,215,Delayed,21.7,73.4,9.676929654,Detour,17,146,9,,70.4,296,1
29-05-2024 06:49,Truck_9,-40.8724,-42.3243,213,Delayed,20.2,63.7,8.20087744,Clear,16,248,10,,68.8,136,1
10-11-2024 05:49,Truck_7,44.6347,-110.6304,226,In Transit,21.4,58,30.92747965,Detour,47,348,7,Mechanical Failure,85.7,136,0
03-11-2024 20:21,Truck_1,76.5468,-13.5249,334,Delivered,24.2,76.2,8.290626054,Clear,24,402,7,Traffic,71.5,105,0
04-09-2024 10:45,Truck_2,72.8206,90.5169,319,In Transit,25.5,51.7,2.86898388,Detour,32,350,2,,69.7,254,0
25-09-2024 21:53,Truck_8,81.2554,4.8416,411,In Transit,20.5,77.4,7.511918311,Heavy,51,211,5,Mechanical Failure,76.9,244,1
24-07-2024 06:30,Truck_6,74.9107,17.8019,208,Delayed,28.8,64.9,13.46467936,Clear,40,437,6,Weather,64.6,185,1
02-04-2024 13:43,Truck_5,20.446,149.3776,328,Delivered,22.8,73.6,6.333416255,Clear,12,349,9,Mechanical Failure,93.3,162,0
04-03-2024 06:43,Truck_3,-60.7101,-29.4842,219,Delayed,22.9,56.6,24.25833525,Heavy,49,372,6,Mechanical Failure,64.4,300,1
10-12-2024 12:39,Truck_8,74.2314,-113.7355,438,In Transit,25.7,71.2,10.72909682,Detour,21,445,5,Weather,90.4,154,0
05-01-2024 03:23,Truck_9,16.9737,-7.8198,145,In Transit,23.3,70.3,9.865179244,Detour,44,421,2,,93.9,286,0
18-01-2024 17:13,Truck_1,35.8055,-41.1532,299,Delivered,22.4,64.2,8.771706255,Clear,54,303,1,Traffic,88.1,125,0
10-05-2024 06:01,Truck_5,6.7867,-133.6343,356,Delivered,18.9,71.7,9.858970163,Clear,25,368,1,Traffic,66.1,228,0
26-10-2024 05:59,Truck_3,6.184,36.1898,137,Delivered,22.8,50.6,25.42590909,Detour,24,465,6,Weather,61.3,226,0
21-04-2024 16:13,Truck_8,-75.0605,-52.5256,231,Delivered,24.3,57.8,29.97350156,Clear,56,368,7,Weather,87.2,203,0
14-09-2024 01:51,Truck_2,-77.891,-96.7804,336,Delivered,19.7,66.7,5.739018517,Clear,54,163,7,Mechanical Failure,71.4,122,0
12-05-2024 17:51,Truck_9,-47.154,6.9021,290,In Transit,27.6,71.8,10.19601354,Heavy,50,460,7,Mechanical Failure,95.9,118,1
03-09-2024 09:06,Truck_1,76.1715,-0.0071,427,Delayed,23.2,70.1,7.980529634,Heavy,17,320,4,Weather,73,162,1
06-05-2024 09:16,Truck_9,-85.8283,163.4575,439,Delivered,26.4,71.3,13.62692166,Clear,41,491,7,Traffic,67.4,273,0
09-01-2024 08:52,Truck_7,6.009,-33.838,461,Delivered,18.6,74.6,7.994448025,Heavy,23,185,4,Traffic,77.8,215,1
06-09-2024 03:02,Truck_9,3.8184,139.4876,414,Delivered,29,70.6,13.26102282,Heavy,25,291,4,Traffic,92.9,154,1
05-08-2024 16:44,Truck_6,66.3417,-154.1243,498,Delayed,23.8,55.9,31.70191071,Detour,16,381,7,,67.2,131,1
16-08-2024 10:45,Truck_4,-61.8623,113.6304,334,Delivered,22.5,57.1,37.22916549,Clear,43,381,6,,73.8,157,0
12-07-2024 02:46,Truck_2,44.502,66.5819,144,Delayed,23,70.3,7.094456845,Heavy,54,152,1,Mechanical Failure,84.3,242,1
24-01-2024 08:44,Truck_3,-12.2885,38.4287,231,Delivered,28.2,67.2,14.31042766,Clear,50,221,1,,84.8,270,0
13-01-2024 21:47,Truck_5,-40.8275,-46.7423,324,Delayed,25.5,65.2,13.44254485,Clear,51,233,9,Traffic,90.2,145,1
16-04-2024 08:03,Truck_6,-76.5757,-52.269,246,Delivered,19.4,56.3,21.01020915,Clear,16,406,9,Weather,65.7,140,0
12-02-2024 03:22,Truck_2,-79.279,69.568,283,Delayed,27.7,52.4,4.729842022,Heavy,16,280,8,Traffic,96,297,1
08-05-2024 03:54,Truck_10,84.3451,-106.877,453,Delayed,21.8,66.4,7.096106919,Clear,48,305,2,Mechanical Failure,68.9,212,1
07-12-2024 12:50,Truck_10,-19.0721,161.7246,392,Delivered,30,72.1,10.28933988,Detour,52,329,4,Traffic,66.6,174,0
26-11-2024 00:36,Truck_6,-69.0311,-32.9575,343,In Transit,25.2,72.6,10.45147447,Clear,21,400,9,Weather,87.7,300,0
07-05-2024 08:15,Truck_4,87.7793,-108.9268,144,Delayed,25.8,65.6,11.77651454,Detour,23,362,10,Traffic,88.9,199,1
05-11-2024 21:58,Truck_9,-48.3633,-36.2936,151,Delayed,22.1,59.7,22.93229067,Clear,58,338,1,Traffic,81.5,248,1
28-02-2024 11:48,Truck_7,-36.4104,-4.335,389,In Transit,27.2,59.8,0.874392371,Heavy,20,129,8,Traffic,80.8,164,1
16-04-2024 23:04,Truck_2,-39.225,-156.4228,355,Delayed,19.2,62.2,8.815913112,Clear,10,137,2,Traffic,67,269,1
28-11-2024 00:36,Truck_10,84.0407,-74.7098,493,Delayed,20.7,70.9,5.341853129,Clear,52,478,1,Traffic,62.5,103,1
09-02-2024 06:40,Truck_9,-68.5324,127.5394,181,Delivered,22.9,70.3,6.3959035,Detour,49,441,7,,94.7,168,0
14-05-2024 13:25,Truck_6,-8.4586,44.4779,342,In Transit,22.6,55.5,30.13677662,Detour,35,119,3,,73.9,199,0
28-08-2024 13:33,Truck_9,14.0092,-131.9758,376,Delayed,20.5,55.5,22.43384738,Clear,34,315,9,,70.7,297,1
21-02-2024 02:51,Truck_4,3.6602,107.779,464,In Transit,20.8,50.1,27.72666024,Heavy,16,441,7,,91.1,240,1
25-10-2024 05:54,Truck_3,29.342,-68.5682,452,In Transit,26.7,64.1,13.29684887,Clear,36,152,1,,90.1,231,0
18-07-2024 23:30,Truck_9,-20.6524,-102.5762,228,Delivered,28.7,65,13.13341182,Heavy,26,271,3,Traffic,66,290,1
28-02-2024 23:27,Truck_10,-88.696,117.3902,288,Delivered,27.1,69.4,13.29509967,Heavy,37,144,2,,63.6,126,1
13-07-2024 15:41,Truck_10,-27.0315,40.2451,133,Delayed,18.6,79.4,8.715962513,Clear,14,314,10,Mechanical Failure,98.8,109,1
